Date,U.S. Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),U.S. Natural Gas Electric Power Price (Dollars per Thousand Cubic Feet),U.S. Natural Gas Gross Withdrawals (MMcf),U.S. Natural Gas Gross Withdrawals from Gas Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Oil Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Shale Gas (Million Cubic Feet),U.S. Natural Gas Gross Withdrawals from Coalbed Wells (MMcf),U.S. Natural Gas Repressuring (MMcf),U.S. Nonhydrocarbon Gases Removed from Natural Gas (MMcf),U.S. Natural Gas Vented and Flared (MMcf),U.S. Natural Gas Marketed Production (MMcf),U.S. Natural Gas Plant Liquids Production (Million Cubic Feet),U.S. Dry Natural Gas Production (MMcf),U.S. Natural Gas Imports (MMcf),U.S. Natural Gas Pipeline Imports (MMcf),U.S. Liquefied Natural Gas Imports (MMcf),U.S. Natural Gas Exports (MMcf),U.S. Natural Gas Pipeline Exports (MMcf),Liquefied U.S. Natural Gas Exports (MMcf),U.S. Total Natural Gas Underground Storage Capacity (MMcf),U.S. Natural Gas Underground Storage Volume (MMcf),U.S. Total Natural Gas in Underground Storage (Base Gas) (MMcf),U.S. Total Natural Gas in Underground Storage (Working Gas) (MMcf),U.S. Total Natural Gas Injections into Underground Storage (MMcf),U.S. Natural  Gas Underground Storage Withdrawals (MMcf),U.S. Natural Gas Underground Storage Net Withdrawals (MMcf),U.S. Natural Gas Total Consumption (MMcf),U.S. Natural Gas Lease and Plant Fuel Consumption (MMcf),U.S. Natural Gas Pipeline & Distribution Use (MMcf),Natural Gas Delivered to Consumers in the U.S. (MMcf),U.S. Natural Gas Residential Consumption (MMcf),Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in the U.S. (MMcf),U.S. Natural Gas Industrial Consumption (MMcf),U.S. Natural Gas Vehicle Fuel Consumption (MMcf),U.S. Natural Gas Deliveries to Electric Power Consumers (MMcf)
Dec-94,1.88,1.72,,,2.47,,,2.86,6.06,5.24,,,2115634,1540690,574944,,,317453,36752,18914,1742516,78552,,245477,,,17698,,,8042830,6966148,4360092,2606056,54331,443406,389075,,100264,,,638175,339951,,,
Jan-95,1.62,1.6,,,2.36,,,2.79,5.85,5.23,,,2043131,1487207,555925,,,311393,33651,21444,1676643,78028,,253335,,,13635,,,8045430,6410498,4365217,2045280,44584,643737,599153,,104954,,,815547,427172,,,
Feb-95,1.48,1.46,,,2.3,,,2.71,5.76,5.14,,,1821998,1324526,497471,,,276414,29969,20230,1495384,69592,,235977,,,13115,,,7978039,5909701,4368033,1541669,44053,563553,519500,,93599,,,754491,410900,,,
Mar-95,1.47,1.4,,,2.22,,,2.74,5.84,5.12,,,2025808,1465860,559948,,,313785,32317,20013,1659694,77239,,250349,,,14630,,,7978039,5693720,4361899,1331821,104256,326868,222612,,104004,,,600034,342484,,,
Apr-95,1.52,1.37,,,2.17,,,2.72,6.06,5.08,,,1944500,1419248,525252,,,286864,32463,21011,1604162,74655,,231745,,,12138,,,7977604,5739734,4360454,1379280,176530,127129,-49401,,100073,,,418820,253763,,,
May-95,1.55,1.46,,,2.23,,,2.8,6.54,5.04,,,1996735,1461017,535718,,,291395,32608,24045,1648688,76727,,228259,,,12477,,,7977604,6061254,4392916,1668338,369368,34108,-335260,,102792,,,260367,184318,,,
Jun-95,1.58,1.47,,,2.34,,,2.89,7.49,5.16,,,1910423,1404089,506335,,,264020,31452,27956,1586994,73856,,217456,,,15606,,,7987104,6419695,4405679,2014016,410289,39697,-370592,,98559,,,158908,132746,,,
Jul-95,1.43,1.4,,,2.3,,,2.89,7.82,5.03,,,1960252,1447888,512364,,,263637,30826,26315,1639474,76298,,222652,,,14552,,,7921725,6641015,4339723,2301292,359397,53570,-305827,,101373,,,130717,132500,,,
Aug-95,1.43,1.34,,,2.6,,,2.87,8.13,4.99,,,1964637,1435325,529312,,,283828,30257,22339,1628213,75774,,236891,,,13520,,,7921725,6834120,4339449,2494671,292773,85900,-206873,,101272,,,114415,130493,,,
Sep-95,1.52,1.43,,,2.58,,,2.89,7.73,4.98,,,1914391,1400318,514072,,,275783,32895,24856,1580857,73570,,227708,,,11370,,,7921725,7142992,4340773,2802218,342729,29373,-313356,,98557,,,133951,129530,,,
Oct-95,1.54,1.48,,,2.21,,,2.83,6.62,4.82,,,1988496,1431457,557039,,,319130,34003,25107,1610256,74938,,236003,,,12250,,,7921725,7333726,4337697,2996028,273500,68156,-205344,,101675,,,216412,170849,,,
Nov-95,1.61,1.61,,,2.69,,,2.67,5.61,4.77,,,2045375,1474766,570609,,,330814,33429,24143,1656989,77113,,236344,,,12679,,,7921725,7070062,4341580,2728482,95656,367482,271826,,104598,,,488812,296702,,,
Dec-95,1.84,1.8,,,2.94,,,2.83,5.54,5,,,2127881,1530330,597551,,,347961,34522,26281,1719118,80005,,264329,,,8146,,,7921725,6502507,4349234,2153273,52747,634529,581782,,108714,,,757844,419620,,,
Jan-96,2.05,2.09,,,3.1,,,3.14,5.64,5.29,,,2049073,1499471,549602,,,310079,43605,25783,1669604,80747,,263615,,,14186,,,7926525,5816718,4354249,1462468,49484,749232,699748,,105874,,,933642,480207,,,
Feb-96,1.89,1.95,,,2.85,,,3.16,5.82,5.25,,,1937875,1418460,519415,,,294443,41436,24250,1577744,76304,,233756,,,12828,,,7944110,5369325,4348742,1020582,96640,543580,446941,,100100,,,830912,442962,,,
Mar-96,1.95,1.92,,,2.88,,,3.17,5.93,5.36,,,2051442,1497139,554302,,,313026,44849,22649,1670916,80810,,241526,,,15118,,,7950610,5048352,4290358,757995,80388,403011,322623,,105982,,,705207,387264,,,
Apr-96,2.08,1.87,,,2.88,,,3.22,6.27,5.34,,,2000697,1477216,523481,,,289043,42376,22434,1646842,79646,,236857,,,10008,,,7948610,5166341,4312380,853961,226827,112283,-114544,,103753,,,473842,283635,,,
May-96,2.01,1.72,,,2.73,,,3.18,6.84,5.4,,,2022455,1509627,512828,,,280861,41981,23028,1676585,81085,,252158,,,8458,,,7954610,5492714,4331600,1161115,373176,45408,-327768,,105150,,,271486,182859,,,
Jun-96,2.08,1.7,,,2.87,,,3.41,7.83,5.43,,,1959001,1445965,513036,,,275726,35961,15764,1631550,78907,,226587,,,12138,,,8096011,5869891,4340766,1529125,410086,34953,-375133,,102023,,,162277,133356,,,
Jul-96,2.25,1.84,,,3.04,,,3.49,8.64,5.46,,,2007073,1492362,514711,,,270700,41914,23859,1670599,80795,,236864,,,14385,,,8137632,6233501,4335852,1897649,418055,48551,-369504,,104504,,,124371,125522,,,
Aug-96,2.1,1.8,,,2.65,,,3.46,8.73,5.56,,,2025372,1500437,524935,,,280702,45487,23538,1675645,81039,,237858,,,17036,,,8147598,6576643,4332139,2244504,400295,54401,-345894,,105225,,,118296,122985,,,
Sep-96,1.85,1.62,,,2.85,,,3.05,7.99,5.46,,,1966704,1443804,522900,,,283518,43590,21908,1617688,78236,,237500,,,10566,,,8154098,6942603,4337622,2604981,398286,32244,-366042,,101963,,,137556,124490,,,
Oct-96,1.94,1.71,,,2.83,,,2.94,7.05,5.33,,,2030248,1480154,550094,,,306382,43730,23059,1657074,80141,,247520,,,11889,,,8154098,7145456,4334981,2810476,275769,73094,-202675,,104965,,,243121,171277,,,
Nov-96,2.5,2.26,,,3.25,,,3.46,6.37,5.4,,,2008920,1470322,538598,,,299088,47109,22836,1639885,79310,,251807,,,13979,,,8158598,6888617,4339479,2549137,90236,353803,263567,,103868,,,502981,294522,,,
Dec-96,3.26,3,,,3.7,,,4.18,6.47,5.78,,,2054700,1502402,552299,,,307185,46387,23008,1678109,81158,,271366,,,12801,,,8158598,6513261,4340710,2172551,86350,460768,374417,,106254,,,737722,409165,,,
Jan-97,3.4,3.26,2.93,3,4.16,4.08,4.25,4.28,6.74,6.19,,,2080127,1545720,543073,,,305119,50035,24556,1700410,82487,1617923,278288,268310,9977,12028,6424,5604,8053088,5843054,4347491,1495563,68367,752618,684252,,102977,,,902399,473868,,707,
Feb-97,2.49,2.52,2.49,3,3.46,2.85,4.29,3.76,6.79,6.14,,,1897202,1397900,507247,,,288542,46193,21816,1540644,74737,1465907,240545,232878,7667,12443,6846,5596,7952224,5481074,4341652,1139422,54871,413337,358466,,93301,,,757457,419698,,639,
Mar-97,1.79,1.72,2.1,2.98,2.74,1.99,4.22,3.07,6.52,5.73,,,2094342,1546405,556727,,,310462,50645,22643,1710583,82980,1627602,256985,254455,2530,16276,10601,5675,7984388,5335550,4345117,990433,130572,285290,154718,,103593,,,605856,359595,,707,
Apr-97,1.81,1.67,1.72,2.23,2.72,1.8,4.06,2.92,6.53,5.46,,,1984535,1473932,519078,,,284880,47669,21622,1630357,79089,1551268,238178,235621,2557,13872,8211,5660,7976851,5393231,4341996,1051235,205117,146424,-58694,,98734,,,433073,268912,,684,
May-97,2,1.83,1.82,2.39,2.72,2.04,3.98,3.11,6.83,5.39,,,2032294,1525001,516017,,,267548,50378,21728,1692637,82110,1610527,241732,236725,5007,10097,6284,3812,7984278,5704423,4339626,1364797,362199,41169,-321030,,102506,,,283739,203684,,707,
Jun-97,2.08,1.88,1.82,2.48,2.81,2.22,4.22,3.41,8.3,5.64,,,1943561,1440794,511316,,,275241,46728,18500,1603091,77766,1525325,232118,227059,5059,9527,5741,3786,7980400,6087891,4356758,1731133,407266,42136,-365130,,97083,,,163591,154097,,684,
Jul-97,2,1.84,,,2.71,,,3.44,8.78,5.35,,,2011169,1504999,514868,,,271603,51294,22961,1665310,80784,1584526,235593,230567,5026,10136,6380,3756,7999864,6372309,4355773,2016537,360678,78290,-282389,,100851,,,127805,144040,,707,
Aug-97,2.08,1.83,,,2.86,,,3.34,8.99,5.43,,,2013271,1500784,521293,,,278954,51590,20576,1662151,80631,1581520,244684,237149,7535,17633,10101,7532,8004464,6694744,4356832,2337912,378487,56291,-322196,,100660,,,117900,139686,,707,
Sep-97,2.33,2.01,,,2.83,,,3.5,8.84,5.58,,,1979180,1467467,520299,,,284740,49570,20898,1623973,78779,1545194,239486,232119,7367,13055,9288,3767,8008021,7032532,4360223,2672309,379959,43618,-336341,,98348,,,129388,141730,,684,
Oct-97,2.68,2.33,,,3.19,,,3.86,7.69,5.74,,,2056810,1503523,553287,,,307239,50945,20085,1678542,81426,1597116,251758,246707,5050,12289,6613,5676,8008021,7244192,4358415,2885777,294383,84262,-210121,,101652,,,234223,189614,,707,
Nov-97,2.92,2.72,,,3.35,,,4.76,6.86,5.86,,,1999185,1455568,543617,,,302308,51838,19095,1625944,78875,1547069,272091,259656,12435,13051,7361,5691,8008021,7058164,4359278,2698886,112912,301853,188941,,98467,,,497310,305569,,684,
Dec-97,2.28,2.19,,,2.86,,,3.42,6.54,5.72,,,2043797,1481988,561810,,,314388,51806,21872,1655732,80320,1575412,262716,255149,7567,16600,10968,5631,8008021,6524603,4350083,2174520,45482,578956,533474,,100271,,,731030,414419,,707,
Jan-98,1.96,2.08,,,2.93,,,3.08,6.41,5.65,,,2103350,1543944,559406,,,302223,51711,8754,1740662,81776,1658885,286278,276173,10105,16632,,7446,8008021,6059533,4347419,1712114,69328,537700,468371,,102264,,,812108,450690,,793,
Feb-98,1.96,1.94,,,2.53,,,3.08,6.41,5.59,,,1890587,1375574,515014,,,285507,48079,7632,1549369,72789,1476580,251052,241275,9777,11346,,3726,8008021,5768168,4341968,1426200,74505,365184,290679,,91025,,,691819,392573,,717,
Mar-98,2.06,1.98,,,2.55,,,3.06,6.29,5.4,,,2097816,1536229,561586,,,308168,52177,7875,1729596,81256,1648339,263032,257866,5166,19488,,7435,8008021,5524413,4341567,1182845,136079,381746,245667,,101614,,,647619,366881,,793,
Apr-98,2.16,2.04,,,2.57,,,3.23,6.81,5.64,,,2009141,1482841,526301,,,282175,48694,8107,1670166,78464,1591701,253161,250612,2549,12886,,5702,8008021,5725086,4338986,1386101,279812,79578,-200234,,98122,,,407752,255821,,768,
May-98,2.04,2.02,,,2.26,,,3.12,7.7,5.73,,,2053427,1532317,521109,,,264498,47914,9112,1731903,81365,1650538,252310,244713,7596,10093,,1891,8008021,6114204,4340664,1773540,432975,42423,-390552,,101749,,,220830,169645,,793,
Jun-98,1.91,1.88,,,2.29,,,2.98,8.51,5.51,,,1988362,1469772,518589,,,269894,50397,7932,1660137,77993,1582144,243442,235852,7590,13250,,5695,8127879,6448734,4335164,2113570,379110,52474,-326636,,97533,,,152708,137688,,768,
Jul-98,2.09,1.97,,,2.42,,,3.31,8.53,5.64,,,2017746,1499489,518257,,,264925,52317,9683,1690820,79435,1611386,266319,261233,5086,11166,,5679,8127879,6806057,4378190,2427867,371479,54423,-317056,,99336,,,132390,142313,,793,
Aug-98,1.82,1.82,,,2.35,,,3.01,9.25,5.46,,,2037306,1511626,525680,,,271655,53528,9543,1702581,79987,1622594,274809,269948,4862,10563,,5677,8127879,7037836,4339802,2698034,335974,58290,-277684,,100027,,,116631,144498,,793,
Sep-98,1.7,1.68,,,2.4,,,2.78,8.96,5.49,,,1883936,1377167,506768,,,277523,51499,9300,1545614,72613,1473001,262142,257009,5133,11957,,7584,8127879,7268592,4340842,2927750,297758,73751,-224007,,90805,,,121417,139737,,768,
Oct-98,1.86,1.93,,,2.28,,,2.99,7.6,5.31,,,2029621,1487808,541813,,,299797,53402,8627,1667795,78353,1589442,266063,261040,5023,12975,,5682,8127879,7533283,4342027,3191256,308064,46265,-261799,,97983,,,202996,173381,,793,
Nov-98,1.94,2.12,,,2.28,,,2.99,6.58,5.22,,,1972556,1437187,535369,,,294838,53855,7971,1615892,75915,1539977,258033,247971,10062,12494,,3785,8127879,7498618,4343655,3154963,137001,168200,31200,,94934,,,398094,264170,,768,
Dec-98,1.95,2.16,,,2.34,,,3.1,6.34,5.23,,,2024280,1474565,549715,,,305843,53142,8482,1656813,77837,1578976,275417,262913,12504,16157,,5682,8126067,7055564,4325860,2729704,82670,518623,435953,,97338,,,615913,362095,,793,
Jan-99,1.85,2.03,2.02,2.42,2.36,,,2.85,6,5.19,,,2065702,1519828,545874,,,293842,51936,10645,1709279,83943,1625336,310790,297724,13066,12400,,5610,8154792,6404470,4331641,2072829,58085,681761,623676,,93156,,,911162,475945,,987,
Feb-99,1.77,1.93,1.89,2.76,2.3,,,2.92,6.29,5.28,,,1873657,1371577,502081,,,277036,46600,9233,1540789,75668,1465120,286412,273524,12888,12934,,5593,8154792,6074901,4329220,1745681,63242,384620,321378,,83973,,,689687,400207,,892,
Mar-99,1.7,1.8,1.77,2.44,2.11,,,2.77,6.06,4.97,,,2064381,1516696,547685,,,297359,52067,9297,1705658,83765,1621893,301610,288520,13090,16035,,5591,8154792,5788960,4383145,1405815,86571,383812,297241,,92958,,,669270,388912,,987,
Apr-99,1.9,1.85,1.83,2.24,2.26,,,2.88,6.44,5.31,,,1959557,1448589,510967,,,271790,48477,9769,1629521,80026,1549496,271387,261258,10129,13001,,5706,8154792,5876197,4380923,1495274,209910,119768,-90142,,88809,,,420192,259432,,955,
May-99,2.17,2.17,2.17,1.99,2.48,,,3.25,7.3,5.34,,,1975317,1471196,504122,,,252704,51973,10487,1660154,81530,1578623,291454,282063,9391,13988,,5668,8121782,6206150,4371472,1834678,381067,44507,-336560,,90478,,,234764,176232,,987,
Jun-99,2.14,2.13,2.13,2.11,2.44,,,3.12,8.2,5.29,,,1937399,1440555,496844,,,259876,47901,9045,1620577,79587,1540990,279096,265218,13878,11003,,3772,8132767,6519178,4369908,2149270,349010,41615,-307395,,88321,,,158235,143702,,955,
Jul-99,2.2,2.18,2.17,2.22,2.54,,,3.11,8.83,5.43,,,1982772,1480127,502645,,,252617,53323,9196,1667637,81898,1585739,296422,282301,14121,13294,,5695,8132767,6749210,4370068,2379142,298078,80590,-217488,,90886,,,126561,132204,,987,
Aug-99,2.51,2.39,2.4,2.32,2.84,,,3.39,9.14,5.45,,,1986161,1476939,509222,,,261272,52379,8425,1664085,81723,1582361,312081,294745,17336,13079,,5663,8178889,6978115,4367918,2610196,311270,89875,-221395,,90693,,,116231,137009,,987,
Sep-99,2.62,2.63,2.64,2.58,3.03,,,3.59,8.63,5.55,,,1936842,1428504,508338,,,265835,50889,9455,1610663,79100,1531563,302414,285441,16973,12852,,5626,8178889,7292291,4369429,2922862,357521,42513,-315007,,87781,,,134861,137366,,955,
Oct-99,2.52,2.5,2.5,2.51,2.89,,,3.21,7.56,5.46,,,2017247,1480719,536528,,,285755,53481,8931,1669079,81968,1587111,304637,291345,13292,10161,,3736,8179039,7443251,4369806,3073445,247237,92100,-155137,,90965,,,233508,180508,,987,
Nov-99,2.68,2.85,2.84,2.98,3.12,,,3.71,7.15,5.72,,,1982844,1456680,526164,,,281877,52635,7519,1640813,80580,1560232,305152,290977,14175,18628,,5609,8179039,7444913,4379525,3065388,172665,204839,32174,,89424,,,371595,245152,,955,
Dec-99,2.24,2.34,2.32,2.83,2.86,,,3.19,6.51,5.57,,,2040832,1498776,542056,,,292600,53355,8281,1686596,82829,1603767,324050,308959,15091,16040,,5613,8179039,6906222,4383036,2523186,62854,605535,542681,,91919,,,659606,367989,,987,
Jan-00,2.6,2.44,2.42,2.85,2.95,,,3.27,6.37,5.77,,,2055436,1500689,554747,,,297772,42041,6987,1708636,85910,1622726,325897,313092,12806,17776,,5604,8179039,6139305,4378838,1760467,59132,841196,782064,,97358,,,862900,451876,,1080,
Feb-00,2.73,2.6,2.57,3.33,3.05,,,3.48,6.54,5.95,,,1908564,1386089,522475,,,284711,40914,9132,1573807,79131,1494676,300107,289953,10155,21015,,5603,8229259,5681255,4377691,1303564,82916,533280,450364,,89676,,,775235,420754,,1010,
Mar-00,2.66,2.61,2.6,2.77,3,,,3.54,6.91,5.78,,,2075453,1509267,566186,,,302532,43892,6725,1722304,86597,1635707,306596,291785,14812,20505,,3814,8229259,5516786,4363567,1153219,139272,291383,152111,,98137,,,550261,347668,,1080,
Apr-00,2.86,2.86,2.85,2.9,3.37,,,3.72,7.19,6.03,,,1957991,1430754,527238,,,278070,42832,8616,1628474,81880,1546594,294016,274637,19378,17015,,5700,8229259,5564588,4362070,1202518,191789,146087,-45702,,92790,,,400886,255390,,1045,
May-00,3.04,3.05,3.05,3.06,3.52,,,4.15,8.26,5.97,,,2001347,1482754,518594,,,259433,43049,7049,1691817,85065,1606752,287793,274616,13176,19810,,5740,8229259,5795357,4362257,1433100,312860,81665,-231195,,96400,,,228439,180659,,1080,
Jun-00,3.77,3.87,3.89,3.49,4.27,,,5.19,9.5,6.49,,,1964009,1447790,516219,,,263003,42217,7413,1651376,83031,1568345,296046,278529,17517,16249,,3792,8229259,6078632,4361325,1717307,348994,64535,-284459,,94095,,,154183,147135,,1045,
Jul-00,3.84,3.94,3.99,3.51,4.45,,,5.2,10.32,6.55,,,2017945,1494463,523481,,,258687,43394,10021,1705843,85770,1620073,322285,293379,28906,19546,,5626,8229259,6364523,4361825,2002698,372132,82854,-289278,,97199,,,128363,136910,,1080,
Aug-00,3.73,3.62,3.65,3.29,4.13,,,4.63,10.37,6.08,,,2038022,1504043,533980,,,269529,42914,6841,1718738,86418,1632320,318308,295365,22943,20775,,5627,8229259,6560205,4361209,2198996,304598,108584,-196014,,97934,,,122408,150288,,1080,
Sep-00,4.26,4.15,4.19,3.7,4.81,,,5.21,10.1,6.92,,,1987026,1457946,529080,,,274129,42429,7242,1663224,83627,1579598,304843,283131,21713,20568,,5620,8229259,6854681,4360389,2494292,370425,79749,-290675,,94771,,,140766,148609,,1045,
Oct-00,4.58,5.16,5.27,3.96,5.04,,,5.66,9.44,7.48,,,2097748,1537320,560428,,,297184,42765,7821,1749979,87989,1661990,324527,297137,27390,23070,,7546,8229259,7091843,4359576,2732267,328889,87540,-241349,,99714,,,235799,181030,,1080,
Nov-00,4.4,4.86,4.94,3.61,4.39,,,5.2,8.58,7.57,,,1999721,1459173,540548,,,292899,35077,6903,1664842,83708,1581133,329759,310567,19192,24767,,5736,8246259,6803053,4360859,2442194,107538,395838,288299,,94863,,,482600,290024,,1045,
Dec-00,5.77,7.35,7.48,4.77,5.65,,,6.64,8.56,8.2,,,2070613,1524111,554845,,,301711,43949,6482,1718470,86405,1632066,371425,353376,18049,22621,,5617,8246259,6071016,4352091,1718926,65739,785493,719754,,97918,,,914339,472125,,1080,
Jan-01,6.82,9.47,9.61,6.72,7.48,8.26,4.69,8.91,10.12,9.5,8.84,,2096948,1546300,550648,,,294944,39487,9285,1753237,81309,1671928,373077,354873,18204,25547,19929,5618,8247978,5609446,4343950,1265496,92052,587628,495576,2676998,95602,76386,2505011,976677,500267,686540,1235,340292
Feb-01,5.08,6.45,6.49,5.86,5.8,5.97,4.74,7.08,10.26,9.8,7.21,,1910051,1403555,506496,,,282706,37807,6979,1582557,73394,1509163,328289,306190,22099,26882,23126,3756,8247978,5240820,4328455,912366,74102,413534,339432,2309464,86821,65770,2156873,780482,422407,640026,1115,312843
Mar-01,4.37,5.42,5.42,5.42,4.93,4.97,4.71,6.1,9.85,9.14,6.3,,2116381,1563329,553051,,,300480,41472,7675,1766754,81936,1684817,358103,334858,23245,32121,26510,5611,8247978,5041971,4300420,741551,115765,298446,182681,2246633,96438,63626,2086568,681884,375688,664918,1235,362843
Apr-01,4.52,5.35,5.4,4.72,5.65,6.09,4.26,6.3,10.16,9.01,6.08,,2028145,1502213,525932,,,277559,38538,8736,1703310,78994,1624316,318573,296560,22013,23637,18009,5628,8247978,5252851,4260588,992263,348952,69902,-279050,1807170,92602,50736,1663832,400728,255361,622054,1195,384494
May-01,4.36,4.95,5.01,4.29,5.5,5.81,4.23,5.77,11.14,9.19,5.46,,2070749,1553485,517264,,,259780,39302,8523,1763141,81769,1681372,321878,294734,27144,28981,23268,5713,8247978,5749464,4309369,1440096,519753,40662,-479091,1522382,94981,42238,1385163,209327,164146,576532,1235,433923
Jun-01,3.79,3.94,3.91,4.19,4.64,4.71,4.29,5.38,11.58,8.5,4.75,,1993266,1479003,514263,,,264880,35021,7797,1685568,78171,1607397,317414,290824,26589,24554,20751,3803,8274026,6192512,4310080,1882431,490236,49385,-440851,1444378,91218,40041,1313119,146837,135449,536820,1195,492819
Jul-01,3.35,3.17,3.12,3.87,3.62,3.48,4.28,4.03,11.22,7.9,4.1,,2041970,1527743,514227,,,255353,41659,7775,1737185,80565,1656620,364571,339472,25099,31219,25521,5698,8271906,6576075,4315312,2260763,450907,66006,-384901,1598071,93635,44518,1459919,123777,130415,570067,1235,634425
Aug-01,3.33,3.14,3.11,3.51,3.48,3.28,4.3,4.32,10.89,7.61,3.99,,2056737,1537215,519522,,,270407,40447,8596,1737283,80570,1656714,353338,334220,19118,28965,23248,5717,8273006,6888848,4313050,2575798,386298,79128,-307170,1669178,94087,46609,1528483,116934,133687,589875,1235,686753
Sep-01,2.93,2.63,2.58,3.35,2.79,2.45,4.4,3.66,10.17,6.96,3.5,,2009185,1487642,521543,,,274060,38222,8218,1688682,78316,1610366,314864,293037,21827,33517,27806,5711,8273006,7261934,4317667,2944267,413221,41288,-371933,1494128,91760,41497,1360871,127482,143342,578590,1195,510262
Oct-01,2.78,2.14,2.13,2.24,2.74,2.26,4.41,3.37,8.24,6.39,3.18,,2097034,1543334,553700,,,295187,36399,8053,1757397,81502,1675894,326114,314389,11725,34452,26827,7625,8273006,7453778,4309807,3143972,282339,92822,-189516,1649073,95679,45967,1507428,237466,185356,617291,1235,466080
Nov-01,3.41,2.95,2.95,2.89,3.21,3.04,4.3,4.02,7.98,6.79,3.88,,2006035,1465831,540204,,,291512,35341,7803,1671377,77513,1593864,291044,283195,7850,41840,36149,5692,8273006,7554750,4300650,3254099,210453,137839,-72614,1700950,91351,47630,1561970,360721,230554,618950,1195,350549
Dec-01,3.42,2.68,2.67,2.95,2.76,2.52,4.3,3.9,7.3,6.35,3.69,,2074278,1519758,554521,,,303963,39044,7472,1723803,79944,1643859,309673,296461,13212,41564,35916,5648,8273006,7204251,4300737,2903514,80185,432047,351862,2120198,94379,59946,1965873,609025,346038,642556,1235,367018
Jan-02,2.5,2.73,2.71,3.7,2.9,2.63,4.27,3.79,7.38,6.51,4.05,3.1,2057728,1520193,537535,,0,305492,42936,8557,1700744,81851,1618892,343481,335437,8043,34491,28835,5656,8281956,6657016,4313154,2343861,59478,605976,546498,2487638,95508,72857,2319273,815227,435234,686108,1270,381434
Feb-02,2.19,2.32,2.3,2.97,2.42,2.19,4.04,3.76,7.23,6.4,3.7,2.86,1858737,1368103,490635,,0,289489,39033,7298,1522916,73293,1449623,305917,298346,7571,30383,26591,3792,8375354,6193791,4355926,1837865,55460,519577,464117,2242427,86015,65626,2090786,712863,399911,632621,1147,344243
Mar-02,2.4,2.61,2.61,2.65,2.75,2.58,3.74,3.84,7.1,6.28,3.78,3.37,2061811,1526142,535668,,0,307574,44297,8483,1701456,81886,1619570,332596,322445,10151,38141,32483,5658,8376420,5872829,4355035,1517794,107774,427864,320090,2258431,95646,65870,2096915,660430,372845,655854,1270,406516
Apr-02,2.94,3.27,3.28,3.07,3.51,3.47,3.68,4.21,7.66,6.56,3.64,3.8,1978245,1474364,503881,,0,283805,42545,7703,1644193,79130,1565063,315116,297903,17213,39194,31740,7454,8376420,6013613,4355071,1658541,238090,112304,-125786,1880985,91995,54441,1734549,415196,267206,646534,1229,404384
May-02,2.94,3.25,3.25,3.33,3.32,3.29,3.79,4.07,8.54,6.68,4.07,3.78,2027979,1530867,497113,,0,264249,44064,8425,1711242,82357,1628885,319404,291312,28092,39459,37576,1882,8376420,6329453,4361328,1968125,381221,59640,-321581,1611453,94802,46147,1470504,255083,192070,611973,1270,410108
Jun-02,2.96,3.08,3.05,3.38,3.27,3.18,3.85,4.15,9.58,6.8,3.86,3.61,1969276,1473359,495917,,0,270075,42627,8007,1648568,79340,1569228,318002,292178,25824,44939,39327,5612,8376420,6663387,4355213,2308175,397475,56451,-341023,1591373,91805,45601,1453967,159973,146151,595674,1229,550941
Jul-02,2.92,2.84,2.81,3.33,3.31,3.2,4.09,3.95,10.31,6.62,3.8,3.49,2036905,1538781,498124,,0,265952,43546,8219,1719187,82739,1636448,344641,323240,21400,45032,39426,5607,8384320,6896201,4357567,2538634,342798,101290,-241508,1748435,95227,50359,1602849,125065,136841,605786,1270,733887
Aug-02,2.76,2.7,2.67,3.14,2.99,2.82,4.26,3.67,10.44,6.45,3.62,3.42,2018574,1516307,502267,,0,281466,43742,9026,1684340,81062,1603278,356013,331839,24174,46511,40905,5607,8384320,7130055,4356676,2773379,325336,89506,-235830,1725712,93998,49635,1582079,115678,135717,611822,1270,717592
Sep-02,2.97,3.06,3.04,3.32,3.37,3.24,4.3,3.99,10.23,6.54,3.89,3.71,1922715,1424105,498610,,0,278559,43324,7863,1592968,76665,1516304,335594,318707,16886,46563,40952,5611,8386282,7384108,4342469,3041639,339756,71013,-268743,1542170,89315,44256,1408599,123904,141457,573310,1229,568699
